"rowlabel","split","sex","yrsarea","resyrago","work2","tenure1","livharm1","agegrp7","ethgrp2a","educat3","rural2","edeprivex","wdeprivex","IndivWgtx","cause2m","walkdark","walkday","homealon","wburgl","wmugged","wcarstol","wfromcar","wraped","wattack","wraceatt","worryx","bcsvictim","rubbcomm","vandcomm","poorhou","antisocx"
137224150,"C (Crime prevention and security)","Male","20 years or longer",NA,"Yes","Buying it with the help of a mortgage or loan","Single","45-54","White","None","Urban",NA,1,0.288773864507675,NA,NA,NA,NA,"Not very worried","Very worried",NA,NA,"Not at all worried","Fairly worried","Not at all worried",0.411952018737793,"Not a victim of crime","Fairly common","Not very common","Fairly common",NA
136056110,"C (Crime prevention and security)","Female","20 years or longer",NA,"No","Buying it with the help of a mortgage or loan","Married/Civil Partnered","65-74","White","Degree or diploma","Urban",5,NA,0.929691195487976,NA,NA,NA,NA,"Fairly worried","Fairly worried",NA,NA,"Fairly worried","Fairly worried","Fairly worried",1.47205889225006,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
137104060,"B (Attitudes to the CJS)","Male","20 years or longer",NA,"No","Own it outright","Single","75+","White","O level/GCSE","Urban",4,NA,0.628127694129944,NA,NA,NA,NA,NA,NA,"Not at all worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136879260,"B (Attitudes to the CJS)","Female","12 months but less than 2 years","Yes","Yes","Rent it","Single","35-44","White","Degree or diploma","Rural",5,NA,0.604933857917786,NA,NA,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not very common",NA
136245050,"A (Experiences of the police)","Female","5 years but less than 10 years",NA,"Yes","Rent it","Single","25-34","White","O level/GCSE","Urban",1,NA,0.399995476007462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not very common",-0.668344676494598
147561150,"C (Crime prevention and security)","Female","20 years or longer",NA,"No","Rent it","Widowed","75+","White","None","Rural",2,NA,0.350178241729736,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.3885418176651,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
137197080,"D (Online Security)","Female","Less than 12 months","No","Yes","Rent it","Single","35-44","White","Degree or diploma","Urban",2,NA,1.00920724868774,"J. The economy in general","Fairly safe","Very safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136686210,"A (Experiences of the police)","Male","20 years or longer",NA,"Yes","Own it outright","Married/Civil Partnered","45-54","Asian or Asian British","Degree or diploma","Urban",3,NA,0.586783528327942,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",2.14790391921997
147481260,"B (Attitudes to the CJS)","Male","5 years but less than 10 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","55-64","White","Apprenticeship or A/AS level","Urban",5,NA,0.957052826881409,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not at all common",NA
136858330,"A (Experiences of the police)","Female","20 years or longer","Yes","Yes","Own it outright","Single","25-34","White","Apprenticeship or A/AS level","Urban",1,NA,0.678102195262909,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",-0.0189141724258661
137091240,"D (Online Security)","Female","20 years or longer",NA,"No","Own it outright","Widowed","65-74","White","O level/GCSE","Urban",NA,2,0.536984026432037,"B. Poverty","Very unsafe","Fairly safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136931210,"A (Experiences of the police)","Female","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","75+","White","None","Rural",3,NA,0.836009502410889,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",-0.950397610664368
147503070,"C (Crime prevention and security)","Female","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","55-64","White","None","Urban",NA,3,1.0746009349823,NA,NA,NA,NA,"Fairly worried","Not very worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-0.566784560680389,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136674280,"D (Online Security)","Female","20 years or longer",NA,"No","Rent it","Widowed","75+","White","None","Rural",NA,5,0.387921810150146,"L. News coverage of crime","Fairly safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not at all common",NA
135255050,"A (Experiences of the police)","Female","20 years or longer",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","45-54","White","Apprenticeship or A/AS level","Urban",5,NA,1.29822564125061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not very common",-0.414235651493073
136055020,"B (Attitudes to the CJS)","Female","20 years or longer",NA,"No","Buying it with the help of a mortgage or loan","Married/Civil Partnered","35-44","White","O level/GCSE","Urban",4,NA,1.04639315605164,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
147565280,"D (Online Security)","Female","Less than 12 months","No","No","Own it outright","Cohabiting","45-54","White","Degree or diploma","Rural",2,NA,1.09978950023651,"A. Too lenient sentencing","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136333100,"B (Attitudes to the CJS)","Male","10 years but less than 20 years",NA,"Yes","Own it outright","Cohabiting","45-54","White","Apprenticeship or A/AS level","Urban",1,NA,0.671232640743256,NA,NA,NA,NA,NA,NA,"Fairly worried","Fairly worried",NA,NA,NA,NA,"Victim of crime","Not very common","Not very common","Not very common",NA
147312280,"D (Online Security)","Male","5 years but less than 10 years",NA,"Yes","Rent it","Married/Civil Partnered","25-34","White","None","Urban",1,NA,2.79981088638306,"J. The economy in general","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136741150,"C (Crime prevention and security)","Female","12 months but less than 2 years","Yes","No","Rent it","Single","75+","White","None","Urban",3,NA,0.274901807308197,NA,NA,NA,NA,"Not very worried","Fairly worried",NA,NA,"Fairly worried","Fairly worried","Not at all worried",0.639605402946472,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
147589220,"B (Attitudes to the CJS)","Female","12 months but less than 2 years","Yes","Yes","Buying it with the help of a mortgage or loan","Cohabiting","55-64","White","Degree or diploma","Rural",3,NA,1.13130807876587,NA,NA,NA,NA,NA,NA,"Not at all worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not very common",NA
135638240,"D (Online Security)","Female","20 years or longer",NA,"Yes","Own it outright","Widowed","55-64","White","Degree or diploma","Rural",4,NA,0.251223355531693,"E. Drugs","A bit unsafe","Fairly safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not very common","Not at all common","Not very common",NA
136801120,"D (Online Security)","Male","5 years but less than 10 years","Yes","No","Rent it","Divorced","65-74","White","Degree or diploma","Urban",3,NA,0.348331242799759,"E. Drugs","Fairly safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
147402090,"A (Experiences of the police)","Female","2 years but less than 3 years","No","No","Rent it","Single","16-24","White","O level/GCSE","Urban",1,NA,0.729336321353912,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not very common","Not at all common","Not at all common",0.528007924556732
136456220,"B (Attitudes to the CJS)","Male","20 years or longer",NA,"No","Own it outright","Single","25-34","Mixed","Apprenticeship or A/AS level","Rural",5,NA,1.39111614227295,NA,NA,NA,NA,NA,NA,"Not at all worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136511010,"A (Experiences of the police)","Female","20 years or longer",NA,"No","Own it outright","Widowed","55-64","White","O level/GCSE","Rural",4,NA,0.367785185575485,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",-1.00174283981323
136762180,"B (Attitudes to the CJS)","Male","10 years but less than 20 years",NA,"Yes","Rent it","Divorced","55-64","White","Degree or diploma","Urban",3,NA,0.265534847974777,NA,NA,NA,NA,NA,NA,"Fairly worried","Fairly worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
147399150,"C (Crime prevention and security)","Male","20 years or longer",NA,"No","Own it outright","Single","65-74","White","Degree or diploma","Urban",1,NA,0.559695303440094,NA,NA,NA,NA,"Very worried","Not very worried",NA,NA,"Not at all worried","Fairly worried","Not very worried",0.596183598041534,"Victim of crime","Not very common","Not very common","Fairly common",NA
136836230,"C (Crime prevention and security)","Male","2 years but less than 3 years",NA,"No","Rent it","Single","35-44","White","O level/GCSE","Urban",2,NA,2.95577955245972,NA,NA,NA,NA,"Fairly worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not very worried",0.03033297508955,"Victim of crime","Not very common","Not very common","Not very common",NA
136413300,"B (Attitudes to the CJS)","Female","20 years or longer",NA,"Yes","Rent it","Cohabiting","35-44","Asian or Asian British","None","Urban",3,NA,1.75403141975403,NA,NA,NA,NA,NA,NA,"Very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not at all common",NA
137010170,"A (Experiences of the police)","Male","20 years or longer",NA,"No","Rent it","Married/Civil Partnered","55-64","White","None","Urban",1,NA,1.50709629058838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",-0.939043998718262
147276180,"B (Attitudes to the CJS)","Female","10 years but less than 20 years",NA,"No","Rent it","Widowed","75+","White","None","Urban",5,NA,0.302158534526825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136757080,"D (Online Security)","Male","3 years but less than 5 years",NA,"Yes","Buying it with the help of a mortgage or loan","Single","45-54","White","Apprenticeship or A/AS level","Urban",4,NA,0.718137264251709,"Spontaneous: None of these","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136617160,"D (Online Security)","Female","20 years or longer",NA,"No","Own it outright","Widowed","75+","White","None","Urban",3,NA,0.359471470117569,"D. Lack of discipline from parents","Fairly safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not very common",NA
137009280,"D (Online Security)","Male","20 years or longer",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","45-54","White","Apprenticeship or A/AS level","Rural",5,NA,1.54217720031738,"B. Poverty","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
147462210,"A (Experiences of the police)","Female","20 years or longer",NA,"Yes","Rent it","Married/Civil Partnered","45-54","White","O level/GCSE","Urban",2,NA,1.79405570030212,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",0.5777587890625
136905150,"C (Crime prevention and security)","Female","3 years but less than 5 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","35-44","White","Degree or diploma","Rural",4,NA,1.25045239925385,NA,NA,NA,NA,"Fairly worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not at all worried",0.0104916086420417,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
147339260,"B (Attitudes to the CJS)","Male","3 years but less than 5 years",NA,"No","Rent it","Single","45-54","White","O level/GCSE","Rural",4,NA,0.422512382268906,NA,NA,NA,NA,NA,NA,"Very worried","Not at all worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
147415320,"D (Online Security)","Male","10 years but less than 20 years",NA,"No","Live here rent free (inc. rent free in relative/friend's property, excluding squatting)","Single","16-24","White","O level/GCSE","Urban",5,NA,2.18036675453186,"F. Alcohol","Fairly safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136223040,"D (Online Security)","Female","20 years or longer",NA,"Yes","Own it outright","Widowed","55-64","White","None","Urban",4,NA,0.570553839206696,"B. Poverty","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not at all common",NA
135442060,"B (Attitudes to the CJS)","Male","5 years but less than 10 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","35-44","White","Degree or diploma","Rural",5,NA,0.874803602695465,NA,NA,NA,NA,NA,NA,"Fairly worried","Fairly worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
147543050,"A (Experiences of the police)","Female","3 years but less than 5 years",NA,"Yes","Rent it","Divorced","25-34","White","O level/GCSE","Urban",2,NA,0.640778660774231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not at all common",1.16883563995361
147290110,"C (Crime prevention and security)","Male","12 months but less than 2 years","Yes","Yes","Buying it with the help of a mortgage or loan","Cohabiting","25-34","White","Degree or diploma","Urban",2,NA,2.01863551139832,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.3885418176651,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136928030,"C (Crime prevention and security)","Male","3 years but less than 5 years",NA,"No","Rent it","Separate","65-74","White","Degree or diploma","Rural",4,NA,0.310637772083282,NA,NA,NA,NA,"Fairly worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not at all worried",-0.257573813199997,"Victim of crime","Not at all common","Not at all common","Not very common",NA
136471160,"D (Online Security)","Male","10 years but less than 20 years",NA,"No","Own it outright","Married/Civil Partnered","65-74","White","None","Urban",3,NA,0.984395921230316,"D. Lack of discipline from parents","Fairly safe","Very safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136098040,"D (Online Security)","Male","Less than 12 months","No","Yes","Rent it","Widowed","45-54","White","Degree or diploma","Rural",4,NA,0.53681755065918,"D. Lack of discipline from parents","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not at all common","Not at all common","Not at all common",NA
136728230,"C (Crime prevention and security)","Male","10 years but less than 20 years",NA,"Yes","Live here rent free (inc. rent free in relative/friend's property, excluding squatting)","Single","16-24","White","Apprenticeship or A/AS level","Urban",5,NA,1.05681931972504,NA,NA,NA,NA,"Not at all worried","Not applicable",NA,NA,"Not at all worried","Not at all worried","Not at all worried",NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
137084060,"B (Attitudes to the CJS)","Male","20 years or longer",NA,"Yes","Own it outright","Divorced","45-54","White","Apprenticeship or A/AS level","Urban",NA,2,0.676526844501495,NA,NA,NA,NA,NA,NA,"Fairly worried","Not at all worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136726050,"A (Experiences of the police)","Female","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","75+","White","Degree or diploma","Urban",4,NA,1.51245701313019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",-0.722016036510468
147336020,"B (Attitudes to the CJS)","Female","20 years or longer",NA,"No","Rent it","Married/Civil Partnered","55-64","White","None","Rural",3,NA,0.839153051376343,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
147408230,"C (Crime prevention and security)","Male","12 months but less than 2 years","Yes","Yes","Rent it","Cohabiting","25-34","White","O level/GCSE","Urban",2,NA,1.86795222759247,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.0417585112154484,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136660070,"C (Crime prevention and security)","Male","Less than 12 months","No","Yes","Rent it","Cohabiting","25-34","White","Degree or diploma","Urban",4,NA,1.21794140338898,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not at all worried",-0.514213681221008,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136195260,"B (Attitudes to the CJS)","Female","10 years but less than 20 years",NA,"Yes","Buying it with the help of a mortgage or loan","Divorced","45-54","White","Apprenticeship or A/AS level","Rural",2,NA,0.494143575429916,NA,NA,NA,NA,NA,NA,"Not at all worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136513050,"A (Experiences of the police)","Male","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","75+","White","Degree or diploma","Urban",5,NA,0.6966233253479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not very common","Not at all common","Not at all common",0.792877018451691
136337020,"B (Attitudes to the CJS)","Female","5 years but less than 10 years",NA,"Yes","Rent it","Cohabiting","35-44","White","Degree or diploma","Rural",3,NA,0.507641315460205,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136792040,"D (Online Security)","Female","10 years but less than 20 years",NA,"No","Own it outright","Widowed","65-74","White","None","Urban",3,NA,0.317244291305542,"E. Drugs","Very unsafe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136524220,"B (Attitudes to the CJS)","Male","5 years but less than 10 years",NA,"No","Own it outright","Married/Civil Partnered","75+","White","None","Urban",3,NA,0.873532474040985,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
137211130,"A (Experiences of the police)","Male","Less than 12 months","No","Yes","Rent it","Cohabiting","25-34","White","Degree or diploma","Rural",3,NA,1.05572712421417,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not at all common","Not at all common","Not at all common",-0.714335262775421
136203120,"D (Online Security)","Female","3 years but less than 5 years",NA,"Yes","Rent it","Single","16-24","White","O level/GCSE","Urban",3,NA,1.16312849521637,"Spontaneous: None of these","A bit unsafe","Very safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not very common",NA
136254060,"B (Attitudes to the CJS)","Male","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","55-64","White","None","Urban",2,NA,0.723985612392426,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136565260,"B (Attitudes to the CJS)","Female","10 years but less than 20 years",NA,"Yes","Buying it with the help of a mortgage or loan","Cohabiting","35-44","White","Apprenticeship or A/AS level","Urban",3,NA,1.1251208782196,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136317310,"C (Crime prevention and security)","Male","3 years but less than 5 years",NA,"No","Own it outright","Divorced","55-64","White","Apprenticeship or A/AS level","Urban",3,NA,0.567779362201691,NA,NA,NA,NA,"Fairly worried","Not very worried",NA,NA,"Not very worried","Fairly worried","Fairly worried",0.895515918731689,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136291260,"B (Attitudes to the CJS)","Male","20 years or longer",NA,"No","Own it outright","Married/Civil Partnered","65-74","White","None","Urban",1,NA,1.03507161140442,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136630030,"C (Crime prevention and security)","Female","5 years but less than 10 years",NA,"No","Own it outright","Married/Civil Partnered","65-74","White","Apprenticeship or A/AS level","Urban",3,NA,1.07591366767883,NA,NA,NA,NA,"Not very worried","Fairly worried",NA,NA,"Fairly worried","Fairly worried","Not at all worried",0.639605402946472,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136849080,"D (Online Security)","Male","20 years or longer",NA,"Yes","Rent it","Married/Civil Partnered","55-64","White","Apprenticeship or A/AS level","Urban",1,NA,2.65573477745056,"E. Drugs","Fairly safe","Very safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not very common","Not very common","Not very common",NA
136690210,"A (Experiences of the police)","Male","10 years but less than 20 years",NA,"No","Buying it with the help of a mortgage or loan","Separate","45-54","Black or Black British","Degree or diploma","Urban",1,NA,0.628761827945709,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not at all common",NA
147364230,"C (Crime prevention and security)","Female","10 years but less than 20 years",NA,"Yes","Rent it","Single","25-34","White","Apprenticeship or A/AS level","Urban",NA,1,0.581746876239777,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,"Not at all worried","Not very worried","Not at all worried",-0.514213681221008,"Not a victim of crime","Not coded","Not at all common","Not coded",NA
147604060,"B (Attitudes to the CJS)","Male","5 years but less than 10 years",NA,"Yes","Rent it","Married/Civil Partnered","35-44","Asian or Asian British","Degree or diploma","Urban",3,NA,1.01155149936676,NA,NA,NA,NA,NA,NA,"Not very worried","Fairly worried",NA,NA,NA,NA,"Victim of crime","Not very common","Not very common","Not very common",NA
136216230,"C (Crime prevention and security)","Female","5 years but less than 10 years",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","25-34","White","Degree or diploma","Urban",5,NA,0.629722237586975,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,"Not at all worried","Not at all worried","Not at all worried",-1.3885418176651,"Victim of crime","Not at all common","Not at all common","Not at all common",NA
147321020,"B (Attitudes to the CJS)","Female","5 years but less than 10 years",NA,"No","Own it outright","Married/Civil Partnered","65-74","White","O level/GCSE","Urban",1,NA,1.00631582736969,NA,NA,NA,NA,NA,NA,"Very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136512250,"A (Experiences of the police)","Female","20 years or longer",NA,"Yes","Buying it with the help of a mortgage or loan","Married/Civil Partnered","25-34","White","O level/GCSE","Rural",2,NA,0.714782178401947,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Fairly common","Not very common","Not very common",2.30469083786011
136074140,"B (Attitudes to the CJS)","Female","20 years or longer",NA,"Yes","Own it outright","Married/Civil Partnered","65-74","White","None","Urban",2,NA,1.62818717956543,NA,NA,NA,NA,NA,NA,"Not very worried","Not very worried",NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
135634120,"D (Online Security)","Female","5 years but less than 10 years",NA,"Yes","Rent it","Married/Civil Partnered","25-34","White","Other","Urban",5,NA,1.25259435176849,"D. Lack of discipline from parents","Fairly safe","Very safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136892190,"C (Crime prevention and security)","Female","20 years or longer",NA,"Yes","Own it outright","Married/Civil Partnered","65-74","White","None","Urban",5,NA,1.1572300195694,NA,NA,NA,NA,"Very worried","Very worried",NA,NA,"Fairly worried","Very worried","Very worried",2.63429379463196,"Not a victim of crime","Not very common","Not very common","Not at all common",NA
136635190,"C (Crime prevention and security)","Female","5 years but less than 10 years",NA,"No","Rent it","Separate","35-44","Asian or Asian British","None","Urban",3,NA,0.538959681987762,NA,NA,NA,NA,"Fairly worried","Fairly worried",NA,NA,"Very worried","Fairly worried","Fairly worried",1.74012422561646,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
147637330,"A (Experiences of the police)","Female","20 years or longer",NA,"Yes","Own it outright","Married/Civil Partnered","35-44","White","Degree or diploma","Urban",NA,2,0.572859406471252,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",2.76680040359497
136732180,"B (Attitudes to the CJS)","Female","10 years but less than 20 years",NA,"Yes","Own it outright","Married/Civil Partnered","45-54","White","Degree or diploma","Urban",3,NA,1.19853341579437,NA,NA,NA,NA,NA,NA,"Not at all worried","Not at all worried",NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",NA
136136240,"D (Online Security)","Female","2 years but less than 3 years",NA,"Yes","Own it outright","Married/Civil Partnered","45-54","White","Degree or diploma","Urban",NA,1,0.982261300086975,"K. Peer pressure","Very safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136742120,"D (Online Security)","Female","20 years or longer",NA,"No","Own it outright","Widowed","75+","White","Other","Urban",5,NA,0.563271880149841,"H. Breakdown of family","Fairly safe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136081110,"C (Crime prevention and security)","Female","10 years but less than 20 years","Yes","Yes","Buying it with the help of a mortgage or loan","Separate","35-44","White","Degree or diploma","Urban",4,NA,0.288101226091385,NA,NA,NA,NA,"Fairly worried","Not very worried",NA,NA,"Not very worried","Not very worried","Not very worried",0.298398405313492,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136788040,"D (Online Security)","Female","5 years but less than 10 years",NA,"No","Own it outright","Married/Civil Partnered","65-74","Mixed","O level/GCSE","Rural",4,NA,0.776537239551544,"B. Poverty","A bit unsafe","Very safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Victim of crime","Not at all common","Not very common","Not very common",NA
136548250,"A (Experiences of the police)","Male","Less than 12 months","No","Yes","Live here rent free (inc. rent free in relative/friend's property, excluding squatting)","Single","16-24","White","Apprenticeship or A/AS level","Urban",4,NA,2.23179888725281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not at all common","Not very common",0.012643457390368
147560090,"A (Experiences of the police)","Male","20 years or longer","No","Yes","Rent it","Single","45-54","White","O level/GCSE","Urban",1,NA,0.273009359836578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not very common","Not very common","Not very common",-1.21526670455933
136490160,"D (Online Security)","Female","20 years or longer",NA,"Yes","Own it outright","Married/Civil Partnered","65-74","White","O level/GCSE","Urban",5,NA,0.50806200504303,"B. Poverty","A bit unsafe","Very safe","Very safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136217100,"B (Attitudes to the CJS)","Female","3 years but less than 5 years",NA,"No","Rent it","Widowed","75+","White","None","Urban",1,NA,0.347562968730927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
136098120,"D (Online Security)","Female","10 years but less than 20 years",NA,"Yes","Own it outright","Married/Civil Partnered","45-54","White","Degree or diploma","Rural",4,NA,1.02337336540222,"D. Lack of discipline from parents","A bit unsafe","Very safe","Fairly safe",NA,NA,NA,NA,NA,NA,NA,NA,"Not a victim of crime","Not at all common","Not at all common","Not at all common",NA
